"record_id","state_code","jurisdiction_name","jurisdiction_type","official_jurisdiction_id","tax_name","legal_incidence","geographic_scope","employer_withholding","rate","effective_at","administrator","evidence_status","coverage_status","product_disposition","source_date","primary_source_urls","limitations"
"oh-municipal-income-72396","OH","SHREVE","Ohio municipality","{""fips_code"":""72396""}","Municipal Income Tax","individual municipal income tax; employers withhold qualifying wages under ORC 718.03","Official municipal boundary; resident and work-location rules require address-level resolution","True","{""percent"":1.0,""fraction"":0.01}","{""from"":""2002-01-01"",""through"":""9999-12-31"",""snapshot"":""2026-08-25""}","Municipality or its authorized administrator; The Finder is the statewide rate source","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-municipality/FIPS resolution; postal city alone remains UNDETERMINED","""2026-08-25T18:02:05-06:00""","https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/Muni/OHMuniRateTable.csv | https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/OHMuniFIPSCodes.txt | https://thefinder.tax.ohio.gov/api/file-downloads?type=municipality | https://codes.ohio.gov/ohio-revised-code/section-718.03","The official rate table does not make a postal city an authoritative municipal-boundary match. | JEDD/JEDZ and school-district income taxes are separate records."
"oh-municipal-income-72424","OH","SIDNEY","Ohio municipality","{""fips_code"":""72424""}","Municipal Income Tax","individual municipal income tax; employers withhold qualifying wages under ORC 718.03","Official municipal boundary; resident and work-location rules require address-level resolution","True","{""percent"":1.75,""fraction"":0.0175}","{""from"":""2026-01-01"",""through"":""9999-12-31"",""snapshot"":""2026-08-25""}","Municipality or its authorized administrator; The Finder is the statewide rate source","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-municipality/FIPS resolution; postal city alone remains UNDETERMINED","""2026-08-25T18:02:05-06:00""","https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/Muni/OHMuniRateTable.csv | https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/OHMuniFIPSCodes.txt | https://thefinder.tax.ohio.gov/api/file-downloads?type=municipality | https://codes.ohio.gov/ohio-revised-code/section-718.03","The official rate table does not make a postal city an authoritative municipal-boundary match. | JEDD/JEDZ and school-district income taxes are separate records."
"oh-municipal-income-72494","OH","SILVER LAKE","Ohio municipality","{""fips_code"":""72494""}","Municipal Income Tax","individual municipal income tax; employers withhold qualifying wages under ORC 718.03","Official municipal boundary; resident and work-location rules require address-level resolution","True","{""percent"":2.0,""fraction"":0.02}","{""from"":""2002-01-01"",""through"":""9999-12-31"",""snapshot"":""2026-08-25""}","Municipality or its authorized administrator; The Finder is the statewide rate source","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-municipality/FIPS resolution; postal city alone remains UNDETERMINED","""2026-08-25T18:02:05-06:00""","https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/Muni/OHMuniRateTable.csv | https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/OHMuniFIPSCodes.txt | https://thefinder.tax.ohio.gov/api/file-downloads?type=municipality | https://codes.ohio.gov/ohio-revised-code/section-718.03","The official rate table does not make a postal city an authoritative municipal-boundary match. | JEDD/JEDZ and school-district income taxes are separate records."
"oh-municipal-income-72522","OH","SILVERTON","Ohio municipality","{""fips_code"":""72522""}","Municipal Income Tax","individual municipal income tax; employers withhold qualifying wages under ORC 718.03","Official municipal boundary; resident and work-location rules require address-level resolution","True","{""percent"":1.25,""fraction"":0.0125}","{""from"":""2003-01-01"",""through"":""9999-12-31"",""snapshot"":""2026-08-25""}","Municipality or its authorized administrator; The Finder is the statewide rate source","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-municipality/FIPS resolution; postal city alone remains UNDETERMINED","""2026-08-25T18:02:05-06:00""","https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/Muni/OHMuniRateTable.csv | https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/OHMuniFIPSCodes.txt | https://thefinder.tax.ohio.gov/api/file-downloads?type=municipality | https://codes.ohio.gov/ohio-revised-code/section-718.03","The official rate table does not make a postal city an authoritative municipal-boundary match. | JEDD/JEDZ and school-district income taxes are separate records."
"oh-municipal-income-72788","OH","SMITHVILLE","Ohio municipality","{""fips_code"":""72788""}","Municipal Income Tax","individual municipal income tax; employers withhold qualifying wages under ORC 718.03","Official municipal boundary; resident and work-location rules require address-level resolution","True","{""percent"":1.5,""fraction"":0.015}","{""from"":""2002-01-01"",""through"":""9999-12-31"",""snapshot"":""2026-08-25""}","Municipality or its authorized administrator; The Finder is the statewide rate source","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-municipality/FIPS resolution; postal city alone remains UNDETERMINED","""2026-08-25T18:02:05-06:00""","https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/Muni/OHMuniRateTable.csv | https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/OHMuniFIPSCodes.txt | https://thefinder.tax.ohio.gov/api/file-downloads?type=municipality | https://codes.ohio.gov/ohio-revised-code/section-718.03","The official rate table does not make a postal city an authoritative municipal-boundary match. | JEDD/JEDZ and school-district income taxes are separate records."
"oh-municipal-income-72928","OH","SOLON","Ohio municipality","{""fips_code"":""72928""}","Municipal Income Tax","individual municipal income tax; employers withhold qualifying wages under ORC 718.03","Official municipal boundary; resident and work-location rules require address-level resolution","True","{""percent"":2.0,""fraction"":0.02}","{""from"":""2002-01-01"",""through"":""9999-12-31"",""snapshot"":""2026-08-25""}","Municipality or its authorized administrator; The Finder is the statewide rate source","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-municipality/FIPS resolution; postal city alone remains UNDETERMINED","""2026-08-25T18:02:05-06:00""","https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/Muni/OHMuniRateTable.csv | https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/OHMuniFIPSCodes.txt | https://thefinder.tax.ohio.gov/api/file-downloads?type=municipality | https://codes.ohio.gov/ohio-revised-code/section-718.03","The official rate table does not make a postal city an authoritative municipal-boundary match. | JEDD/JEDZ and school-district income taxes are separate records."
"oh-municipal-income-72977","OH","SOMERSET","Ohio municipality","{""fips_code"":""72977""}","Municipal Income Tax","individual municipal income tax; employers withhold qualifying wages under ORC 718.03","Official municipal boundary; resident and work-location rules require address-level resolution","True","{""percent"":1.0,""fraction"":0.01}","{""from"":""2023-01-01"",""through"":""9999-12-31"",""snapshot"":""2026-08-25""}","Municipality or its authorized administrator; The Finder is the statewide rate source","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-municipality/FIPS resolution; postal city alone remains UNDETERMINED","""2026-08-25T18:02:05-06:00""","https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/Muni/OHMuniRateTable.csv | https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/OHMuniFIPSCodes.txt | https://thefinder.tax.ohio.gov/api/file-downloads?type=municipality | https://codes.ohio.gov/ohio-revised-code/section-718.03","The official rate table does not make a postal city an authoritative municipal-boundary match. | JEDD/JEDZ and school-district income taxes are separate records."
"oh-municipal-income-73040","OH","SOUTH AMHERST","Ohio municipality","{""fips_code"":""73040""}","Municipal Income Tax","individual municipal income tax; employers withhold qualifying wages under ORC 718.03","Official municipal boundary; resident and work-location rules require address-level resolution","True","{""percent"":1.0,""fraction"":0.01}","{""from"":""2002-01-01"",""through"":""9999-12-31"",""snapshot"":""2026-08-25""}","Municipality or its authorized administrator; The Finder is the statewide rate source","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-municipality/FIPS resolution; postal city alone remains UNDETERMINED","""2026-08-25T18:02:05-06:00""","https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/Muni/OHMuniRateTable.csv | https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/OHMuniFIPSCodes.txt | https://thefinder.tax.ohio.gov/api/file-downloads?type=municipality | https://codes.ohio.gov/ohio-revised-code/section-718.03","The official rate table does not make a postal city an authoritative municipal-boundary match. | JEDD/JEDZ and school-district income taxes are separate records."
"oh-municipal-income-73068","OH","SOUTH BLOOMFIELD","Ohio municipality","{""fips_code"":""73068""}","Municipal Income Tax","individual municipal income tax; employers withhold qualifying wages under ORC 718.03","Official municipal boundary; resident and work-location rules require address-level resolution","True","{""percent"":1.0,""fraction"":0.01}","{""from"":""2005-07-01"",""through"":""9999-12-31"",""snapshot"":""2026-08-25""}","Municipality or its authorized administrator; The Finder is the statewide rate source","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-municipality/FIPS resolution; postal city alone remains UNDETERMINED","""2026-08-25T18:02:05-06:00""","https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/Muni/OHMuniRateTable.csv | https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/OHMuniFIPSCodes.txt | https://thefinder.tax.ohio.gov/api/file-downloads?type=municipality | https://codes.ohio.gov/ohio-revised-code/section-718.03","The official rate table does not make a postal city an authoritative municipal-boundary match. | JEDD/JEDZ and school-district income taxes are separate records."
"oh-municipal-income-73124","OH","SOUTH CHARLESTON","Ohio municipality","{""fips_code"":""73124""}","Municipal Income Tax","individual municipal income tax; employers withhold qualifying wages under ORC 718.03","Official municipal boundary; resident and work-location rules require address-level resolution","True","{""percent"":1.25,""fraction"":0.0125}","{""from"":""2018-01-01"",""through"":""9999-12-31"",""snapshot"":""2026-08-25""}","Municipality or its authorized administrator; The Finder is the statewide rate source","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-municipality/FIPS resolution; postal city alone remains UNDETERMINED","""2026-08-25T18:02:05-06:00""","https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/Muni/OHMuniRateTable.csv | https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/OHMuniFIPSCodes.txt | https://thefinder.tax.ohio.gov/api/file-downloads?type=municipality | https://codes.ohio.gov/ohio-revised-code/section-718.03","The official rate table does not make a postal city an authoritative municipal-boundary match. | JEDD/JEDZ and school-district income taxes are separate records."
"oh-municipal-income-73264","OH","SOUTH EUCLID","Ohio municipality","{""fips_code"":""73264""}","Municipal Income Tax","individual municipal income tax; employers withhold qualifying wages under ORC 718.03","Official municipal boundary; resident and work-location rules require address-level resolution","True","{""percent"":2.0,""fraction"":0.02}","{""from"":""2006-01-01"",""through"":""9999-12-31"",""snapshot"":""2026-08-25""}","Municipality or its authorized administrator; The Finder is the statewide rate source","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-municipality/FIPS resolution; postal city alone remains UNDETERMINED","""2026-08-25T18:02:05-06:00""","https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/Muni/OHMuniRateTable.csv | https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/OHMuniFIPSCodes.txt | https://thefinder.tax.ohio.gov/api/file-downloads?type=municipality | https://codes.ohio.gov/ohio-revised-code/section-718.03","The official rate table does not make a postal city an authoritative municipal-boundary match. | JEDD/JEDZ and school-district income taxes are separate records."
"oh-municipal-income-73446","OH","SOUTH LEBANON","Ohio municipality","{""fips_code"":""73446""}","Municipal Income Tax","individual municipal income tax; employers withhold qualifying wages under ORC 718.03","Official municipal boundary; resident and work-location rules require address-level resolution","True","{""percent"":1.0,""fraction"":0.01}","{""from"":""2002-01-01"",""through"":""9999-12-31"",""snapshot"":""2026-08-25""}","Municipality or its authorized administrator; The Finder is the statewide rate source","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-municipality/FIPS resolution; postal city alone remains UNDETERMINED","""2026-08-25T18:02:05-06:00""","https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/Muni/OHMuniRateTable.csv | https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/OHMuniFIPSCodes.txt | https://thefinder.tax.ohio.gov/api/file-downloads?type=municipality | https://codes.ohio.gov/ohio-revised-code/section-718.03","The official rate table does not make a postal city an authoritative municipal-boundary match. | JEDD/JEDZ and school-district income taxes are separate records."
